model,feature,importance_mean,importance_std
random_survival_forest,po2_min_24h_missing,2.4947610019032673e-05,0.0
random_survival_forest,po2_max_24h_missing,2.4947610019032673e-05,0.0
random_survival_forest,lactate_first_24h_missing,2.4947610018977162e-05,2.4947610018977162e-05
random_survival_forest,ph_std_24h_missing,2.4947610018977162e-05,4.989522003789881e-05
random_survival_forest,creatinine_slope_24h_missing,2.4947610018977162e-05,4.989522003789881e-05
random_survival_forest,glucose_min_24h,1.2473805009516337e-05,0.00013721185510423561
random_survival_forest,mbp_std_24h,1.2473805009516337e-05,6.236902504735964e-05
random_survival_forest,pco2_last_24h,1.2473805009516337e-05,0.0001621594651232683
random_survival_forest,creatinine_max_24h,1.2473805009516337e-05,0.001783754116355618
random_survival_forest,pco2_count_24h,1.2473805009516337e-05,0.0003367927352559419
random_survival_forest,dbp_count_24h_missing,1.2473805009516337e-05,3.742141502843799e-05
random_survival_forest,glucose_count_24h_missing,1.2473805009516337e-05,1.2473805009516337e-05
random_survival_forest,temperature_count_24h_missing,1.2473805009516337e-05,1.2473805009516337e-05
random_survival_forest,glucose_slope_24h_missing,1.2473805009516337e-05,0.00011226424508531396
random_survival_forest,spo2_slope_24h_missing,1.2473805009516337e-05,1.2473805009516337e-05
random_survival_forest,first_careunit_Coronary Care Unit (CCU),1.2473805009516337e-05,0.00011226424508531396
random_survival_forest,heart_rate_first_24h_missing,5.551115123125783e-17,2.4947610018977162e-05
random_survival_forest,resp_rate_first_24h_missing,5.551115123125783e-17,2.4947610018977162e-05
random_survival_forest,spo2_count_24h_missing,5.551115123125783e-17,9.979044007585314e-05
random_survival_forest,pco2_last_24h_missing,5.551115123125783e-17,2.4947610018977162e-05
random_survival_forest,icu_los_hours_missing,0.0,0.0
random_survival_forest,icu_los_days_missing,0.0,0.0
random_survival_forest,spo2_first_24h_missing,0.0,0.0
random_survival_forest,mbp_last_24h_missing,0.0,0.0
random_survival_forest,resp_rate_min_24h_missing,0.0,0.0
random_survival_forest,temperature_min_24h_missing,0.0,0.0
random_survival_forest,glucose_max_24h_missing,0.0,0.0
random_survival_forest,spo2_std_24h_missing,0.0,0.0
random_survival_forest,bun_first_24h_missing,0.0,0.0
random_survival_forest,chloride_first_24h_missing,0.0,0.0
random_survival_forest,potassium_first_24h_missing,0.0,0.0
random_survival_forest,wbc_first_24h_missing,0.0,0.0
random_survival_forest,chloride_last_24h_missing,0.0,0.0
random_survival_forest,sodium_last_24h_missing,0.0,0.0
random_survival_forest,bicarbonate_min_24h_missing,0.0,0.0
random_survival_forest,platelet_min_24h_missing,0.0,0.0
random_survival_forest,sodium_min_24h_missing,0.0,0.0
random_survival_forest,wbc_min_24h_missing,0.0,0.0
random_survival_forest,sodium_max_24h_missing,0.0,0.0
random_survival_forest,chloride_mean_24h_missing,0.0,0.0
random_survival_forest,creatinine_mean_24h_missing,0.0,0.0
random_survival_forest,platelet_mean_24h_missing,0.0,0.0
random_survival_forest,admission_type_DIRECT EMER.,0.0,0.0
random_survival_forest,admission_type_DIRECT OBSERVATION,0.0,0.0
random_survival_forest,admission_type_ELECTIVE,0.0,0.0
random_survival_forest,admission_type_EU OBSERVATION,0.0,0.0
random_survival_forest,insurance_No charge,0.0,0.0
random_survival_forest,insurance_Other,0.0,0.0
random_survival_forest,race_simple_HISPANIC/LATINO,0.0,0.0
